disease	mesh_id
spastic paraplegia 33, autosomal dominant	C565214
spastic paraplegia 34, x-linked	C567465
spastic paraplegia 35, autosomal recessive	612319
spastic paraplegia 36, autosomal dominant	C567930
spastic paraplegia 37, autosomal dominant	C567931
spastic paraplegia 38, autosomal dominant	C567349
spastic paraplegia 39, autosomal recessive	C567433
spastic paraplegia 3, autosomal dominant	C536864
spastic paraplegia 41, autosomal dominant	613364
spastic paraplegia 42, autosomal dominant	C567262
spastic paraplegia 43, autosomal recessive	615043
spastic paraplegia 44, autosomal recessive	C567707
spastic paraplegia 45, autosomal recessive	613162
spastic paraplegia 46, autosomal recessive	614409
spastic paraplegia 47, autosomal recessive	614066
spastic paraplegia 48, autosomal recessive	613647
spastic paraplegia 49, autosomal recessive	615031
spastic paraplegia 4, autosomal dominant	C536865
spastic paraplegia-50, autosomal recessive	C567858
spastic paraplegia 51, autosomal recessive	613744
spastic paraplegia 52, autosomal recessive	614067
spastic paraplegia 53, autosomal recessive	614898
spastic paraplegia 54, autosomal recessive	615033
spastic paraplegia 56, autosomal recessive	615030
spastic paraplegia 57, autosomal recessive	615658
spastic paraplegia 5a, autosomal recessive	C564811
spastic paraplegia 61, autosomal recessive	615685
spastic paraplegia 62, autosomal recessive	615681
spastic paraplegia 63, autosomal recessive	615686
spastic paraplegia 64, autosomal recessive	615683
spastic paraplegia 6, autosomal dominant	C536866
spastic paraplegia 72, autosomal recessive	615625
spastic paraplegia 73, autosomal dominant	616282
spastic paraplegia 74, autosomal recessive	616451
spastic paraplegia 75, autosomal recessive	616680
spastic paraplegia 76, autosomal recessive	616907
spastic paraplegia 77, autosomal recessive	617046
spastic paraplegia 78, autosomal recessive	617225
spastic paraplegia 79, autosomal recessive	615491
spastic paraplegia 7, autosomal recessive	C564599
spastic paraplegia 9, autosomal dominant	C536868
spastic paraplegia 9b, autosomal recessive	616586
spastic paraplegia and evans syndrome	C566652
spastic paraplegia, ataxia, and mental retardation	C564378
spastic paraplegia epilepsy mental retardation	C536869
spastic paraplegia, hereditary	D015419
spastic paraplegia neuropathy poikiloderma	C536870
spastic paraplegia, optic atrophy, and dementia	C566679
spastic paraplegia, optic atrophy, and neuropathy	C563702
spastic paraplegia, optic atrophy, microcephaly, and xy sex reversal	C566409
spastic paraplegia, sensorineural deafness, mental retardation, and progressive nephropathy	C566682
spastic paraplegia type 4	C580456
spastic paraplegia type 5a, recessive	C536871
spastic paraplegia type 5b, recessive	C536872
spastic paraplegia type 7	C580457
spastic paraplegia type 8	C580458
spastic paraplegia with associated extrapyramidal signs	C566681
spastic paraplegia with kallmann syndrome	C536873
spastic paraplegia with myoclonic epilepsy	C564810
spastic paraplegia with precocious puberty	C536874
spastic paresis, glaucoma, and mental retardation	C564809
spastic pseudosclerosis	C563024
spastic quadriplegia, retinitis pigmentosa, and mental retardation	C564808
spatial visualization, aptitude for	313000
specific granule deficiency	C562873
specific language disorder	D000080888
specific language impairment 1	606711
specific language impairment 2	606712
specific language impairment 3	607134
specific language impairment 4	C567288
specific language impairment 5	615432
specific learning disorder	D000067559
speech development, delayed, with facial asymmetry, strabismus, and transverse earlobe crease	C566677
speech disorders	D013064
speech disturbance - use of faulty phrasing and unrelated words	C538446
speech sound disorder	D066229
speech-sound disorder, hereditary	C563928
spermatic cord torsion	D013086
spermatocele	D013088
spermatogenic failure 10	614822
spermatogenic failure 11	615081
spermatogenic failure 12	615413
spermatogenic failure 13	615841
spermatogenic failure 14	615842
spermatogenic failure 15	616950
spermatogenic failure 16	617187
spermatogenic failure 17	617214
spermatogenic failure 2	108420
spermatogenic failure 4	270960
spermatogenic failure 6	102530
spermatogenic failure 7	C567832
spermatogenic failure 8	613957
spermatogenic failure 9	613958
spermatogenic failure, nonobstructive, y-linked	C564030
spermatogenic failure, x-linked, 2	309120
sphenoid sinusitis	D015524
spherocytosis, hereditary	D013103
spherocytosis, type 1	C567159
spherocytosis, type 2	616649
spherocytosis, type 3	C567489
spherocytosis, type 4	C567208
spherocytosis, type 5	C567202
spheroid body myopathy	C000598645
sphincter of oddi dysfunction	D046628
sphingolipidoses	D013106
spider bites	D001098
spina bifida cystica	D016137
spina bifida, folate-sensitive	C566648
spina bifida occulta	D016136
spina bifida, x-linked	C564459
spinal arterial venous malformations with cutaneous hemangiomas	C566282
spinal cord compression	D013117
spinal cord diseases	D013118
spinal cord ischemia	D020760
spinal cord neoplasms	D013120
spinal cord vascular diseases	D020758
spinal curvatures	D013121
spinal diseases	D013122
spinal dysplasia, anhalt type	C563348
spinal dysraphism	D016135
spinal fractures	D016103
spinal injuries	D013124
spinal intradural arachnoid cysts	C536878
spinal muscular atrophies of childhood	D014897
spinal muscular atrophy 4	C538417
spinal muscular atrophy, childhood, proximal, autosomal dominant	C563560
spinal muscular atrophy, distal, autosomal recessive, 3	C564626
spinal muscular atrophy, distal, autosomal recessive, 4	C567023
spinal muscular atrophy, distal, autosomal recessive, 5	614881
spinal muscular atrophy, distal, congenital nonprogressive	C563981
spinal muscular atrophy, distal, x-linked 3	C564506
spinal muscular atrophy, facioscapulohumeral type	C566674
spinal muscular atrophy, jerash type	C535715
spinal muscular atrophy, jokela type	615048
spinal muscular atrophy, late-onset, finkel type	C566673
spinal muscular atrophy, proximal, adult, autosomal dominant	C566672
spinal muscular atrophy, ryukyuan type	C536881
spinal muscular atrophy, segmental	C566670
spinal muscular atrophy, type iv	C563948
spinal muscular atrophy, type i, with congenital bone fractures	C564805
spinal muscular atrophy with congenital bone fractures 1	616866
spinal muscular atrophy with congenital bone fractures 2	616867
spinal muscular atrophy with mental retardation	C564807
spinal muscular atrophy with microcephaly and mental subnormality	C564806
spinal muscular atrophy with progressive myoclonic epilepsy	159950
spinal muscular atrophy with respiratory distress 1	C536880
spinal neoplasms	D013125
spinal osteochondrosis	D055035
spinal osteophytosis	D013128
spinal stenosis	D013130
spinocerebellar ataxia 10	C566874
spinocerebellar ataxia 11	C565772
spinocerebellar ataxia 12	C565790
spinocerebellar ataxia 13	C537195
spinocerebellar ataxia 14	C537196
spinocerebellar ataxia 15	C564685
spinocerebellar ataxia 17	C564616
spinocerebellar ataxia 19	C537198
spinocerebellar ataxia 20	C537199
spinocerebellar ataxia 21	C537200
spinocerebellar ataxia 22	C542540
spinocerebellar ataxia 23	C537201
spinocerebellar ataxia 25	C537202
spinocerebellar ataxia 26	C537203
spinocerebellar ataxia 27	C537204
spinocerebellar ataxia 28	C537205
spinocerebellar ataxia 29	C537206
spinocerebellar ataxia 30	C575214
spinocerebellar ataxia 31	C566146
spinocerebellar ataxia 8	C537307
spinocerebellar ataxia and plaque-like deposits	C566671
spinocerebellar ataxia, autosomal recessive 1	C537308
spinocerebellar ataxia, autosomal recessive 2	C565865
spinocerebellar ataxia, autosomal recessive 3	C537309
spinocerebellar ataxia, autosomal recessive 4	C537310
spinocerebellar ataxia, autosomal recessive 5	C537311
spinocerebellar ataxia, autosomal recessive 6	C537312
spinocerebellar ataxia, autosomal recessive 7	C563753
spinocerebellar ataxia, autosomal recessive 8	C565188
spinocerebellar ataxia, autosomal recessive 9	C567436
spinocerebellar ataxia, autosomal recessive, with axonal neuropathy	C537313
spinocerebellar ataxias	D020754
spinocerebellar ataxia with dysmorphism	C564802
spinocerebellar ataxia with epilepsy	C564395
spinocerebellar ataxia with rigidity and peripheral neuropathy	C566669
spinocerebellar ataxia, x-linked 1	C563134
spinocerebellar ataxia, x-linked, 2	C537314
spinocerebellar ataxia, x-linked, 3	C537315
spinocerebellar ataxia, x-linked, 4	C537316
spinocerebellar ataxia, x-linked 5	C567478
spinocerebellar atrophy with pupillary paralysis	C566668
spinocerebellar degenerations	D013132
spirochaetales infections	D013145
spirurida infections	D017205
splenic diseases	D013158
splenic hypoplasia	C563028
splenic infarction	D013159
splenic neoplasms	D013160
splenic rupture	D013161
splenogonadal fusion limb defects micrognatia	C537318
splenomegaly syndrome with splenic germinal center hypoplasia and reduced circulating t-helper cells	C566666
splenoportal vascular anomalies	C562761
splenosis	D017890
split-foot malformation with mesoaxial polydactyly	616890
split-hand and split-foot with hypodontia	C566665
split hand foot deformity	C535777
split-hand foot malformation 2	C564056
split-hand/foot malformation 3	246560
split-hand-foot malformation 4	C565344
split-hand-foot malformation 5	C564674
split-hand-foot malformation 6	C567616
split-hand-foot malformation with long bone deficiency	C536425
split-hand-foot malformation with long bone deficiency 2	C565199
split-hand-foot malformation with long bone deficiency 3	C567245
split-hand-foot malformation with sensorineural hearing loss	C565647
split hand split foot nystagmus	C537319
split-hand with obstructive uropathy, spina bifida, and diaphragmatic defects	C566662
spondylarthritis	D025241
spondylarthropathies	D025242
spondylitis, ankylosing	D013167
spondyloarthropathy, susceptibility to, 2	183840
spondyloarthropathy, susceptibility to, 3	613238
spondylocamptodactyly	C535779
spondylocarpotarsal synostosis	C535780
spondylocheirodysplasia, ehlers-danlos syndrome-like	C567340
spondylocostal dysostosis 4, autosomal dominant	C565149
spondylocostal dysostosis 5	122600
spondylocostal dysostosis, autosomal recessive	C535781
spondylocostal dysostosis with anal atresia and urogenital anomalies	C564799
spondylodysplasia and premature pubarche	C567552
spondyloenchondrodysplasia	C535782
spondyloepimetaphyseal dysplasia, aggrecan type	C567558
spondyloepimetaphyseal dysplasia, genevieve type	C535785
spondyloepimetaphyseal dysplasia, irapa type	C562958
spondyloepimetaphyseal dysplasia, matrilin-3 related	C563869
spondyloepimetaphyseal dysplasia, missouri type	C566574
spondyloepimetaphyseal dysplasia, pakistani type	C567551
spondyloepimetaphyseal dysplasia, shohat type	C566523
spondyloepimetaphyseal dysplasia, sponastrime type	C535786
spondyloepimetaphyseal dysplasia with abnormal dentition	C566644
spondyloepimetaphyseal dysplasia with hypotrichosis	C535783
spondyloepimetaphyseal dysplasia with joint laxity	C562968
spondyloepimetaphyseal dysplasia with joint laxity, type 1, with or without fractures	271640
spondyloepimetaphyseal dysplasia with multiple dislocations	C535784
spondyloepimetaphyseal dysplasia, x-linked	C564714
spondyloepimetaphyseal dysplasia, x-linked, with hypomyelinating leukodystrophy	300232
spondyloepiphyseal dysplasia-brachydactyly and distinctive speech	C567128
spondyloepiphyseal dysplasia, congenita	C535788
spondyloepiphyseal dysplasia, kimberley type	C564252
spondyloepiphyseal dysplasia, maroteaux type	184095
spondyloepiphyseal dysplasia, myopia, and sensorineural deafness	C566659
spondyloepiphyseal dysplasia, omani type	C535789
spondyloepiphyseal dysplasia tarda, autosomal dominant	C566658
spondyloepiphyseal dysplasia tarda, autosomal recessive	C564797
spondyloepiphyseal dysplasia tarda, autosomal recessive, leroy-spranger type	C563772
spondyloepiphyseal dysplasia tarda, toledo type	C535787
spondyloepiphyseal dysplasia tarda with characteristic facies	C564003
spondyloepiphyseal dysplasia tarda with mental retardation	C564796
spondyloepiphyseal dysplasia with atlantoaxial instability	C563472
spondyloepiphyseal dysplasia with congenital joint dislocations	143095
spondyloepiphyseal dysplasia with coronal craniosynostosis, cataracts, cleft palate, and mental retardation	C566515
spondyloepiphyseal dysplasia with punctate corneal dystrophy	C566660
spondylohypoplasia, arthrogryposis and popliteal pterygium	C535790
spondylolisthesis	D013168
spondylolysis	D013169
spondylomegaepiphyseal dysplasia with upper limb mesomelia, punctate calcifications, and deafness	C566507
spondylo-megaepiphyseal-metaphyseal dysplasia	C567639
spondylometaepiphyseal dysplasia, short limb-hand type	C564794
spondylometaphyseal dysplasia, algerian type	C535794
spondylometaphyseal dysplasia, axial	C535795
spondylometaphyseal dysplasia, 'corner fracture' type	C535793
spondylometaphyseal dysplasia, east-african type	C535796
spondylometaphyseal dysplasia, kozlowski type	C535797
spondylometaphyseal dysplasia, sedaghatian type	C535798
spondylometaphyseal dysplasia, type a4	C563803
spondylometaphyseal dysplasia with bowed forearms and facial dysmorphism	C535791
spondylometaphyseal dysplasia with cone-rod dystrophy	C563825
spondylometaphyseal dysplasia with dentinogenesis imperfecta	C535792
spondylometaphyseal dysplasia, x-linked	C563124
spondyloocular syndrome, autosomal recessive	C565285
spondyloperipheral dysplasia	271700
spondyloperipheral dysplasia short ulna	C535799
spondylosis	D055009
spondylospinal thoracic dysostosis	C566622
spongiform encephalopathy with neuropsychiatric features	C564678
spontaneous perforation	D000072663
sporotrichosis	D013174
spotted fever group rickettsiosis	D000073605
spranger schinzel myers syndrome	C535801
sprengel deformity	C535802
sprue, tropical	D013182
squamous cell carcinoma of head and neck	D000077195
squamous intraepithelial lesions	D000081483
squamous intraepithelial lesions of the cervix	D065310
staghorn calculi	D000069856
staphylococcal food poisoning	D013202
staphylococcal scalded skin syndrome	D013206
staphylococcal skin infections	D013207
stargardt disease	D000080362
stargardt disease 3	C535805
stargardt disease 4	C535521
stargardt macular degeneration absent or hypoplastic corpus callosum mental retardation and dysmorphic features	C548086
starvation	D013217
steatitis	D013231
steatocystoma multiplex	D062685
steatocystoma multiplex with natal teeth	C537487
steinfeld syndrome	C566655
st elevation myocardial infarction	D000072657
stenosis, pulmonary artery	D000071079
stenosis, pulmonary vein	D000071078
stenotrophomonas maltophilia bacteremia	C531821
stereotypic movement disorder	D019956
sternal cleft	C537489
stern lubinsky durrie syndrome	C537488
steroid metabolism, inborn errors	D043202
stevenson-carey syndrome	C567446
stewart treves syndrome	C537491
stickler syndrome, autosomal recessive, col9a1-related	C565177
stickler syndrome, type 1	C537492
stickler syndrome, type 2	C537493
stickler syndrome, type 3	C537494
stickler syndrome, type i, nonsyndromic ocular	C563709
stickler syndrome, type iv	614134
stickler syndrome, type v	614284
stiff-person syndrome	D016750
stiff skin syndrome	C566112
stillbirth	D050497
still's disease, adult-onset	D016706
sting-associated vasculopathy, infantile-onset	615934
stocco dos santos syndrome	C537495
stoelinga de koomen davis syndrome	C537496
stoll alembik dott syndrome	C537497
stoll levy francfort syndrome	C537498
stomach neoplasms	D013274
stomach rupture	D013275
stomach ulcer	D013276
stomach volvulus	D013277
stomatitis	D013280
stomatitis, aphthous	D013281
stomatitis, denture	D013282
stomatitis, herpetic	D013283
stomatocytosis i	C566111
stomatocytosis ii	C566110
stomatodynia	C531639
stomatognathic diseases	D009057
stomatognathic system abnormalities	D018640
stormorken syndrome	C566108
storm syndrome	C566109
stratton-parker syndrome	C566105
stress disorders, post-traumatic	D013313
stress disorders, traumatic	D040921
stress disorders, traumatic, acute	D040701
striae distensae	D057896
striae distensae, familial	C566104
striatal degeneration, autosomal dominant	C563783
striatal degeneration, autosomal dominant 2	616922
striatonigral degeneration	D020955
striatonigral degeneration, childhood-onset	617054
striatonigral degeneration infantile	C537500
striatonigral degeneration, infantile, mitochondrial	C564025
stridor, congenital	C563163
stroke, lacunar	D059409
strongyle infections, equine	D013319
strongylida infections	D017206
strongyloidiasis	D013322
strudwick syndrome	C537501
struma ovarii	D013330
stupor	D053608
sturge-weber syndrome	D013341
stuttering, familial persistent, 1	184450
stuttering, familial persistent 2	C563756
stuve-wiedemann syndrome	C537502
subacute combined degeneration	D052879
subacute sclerosing panencephalitis	D013344
subaortic stenosis, membranous	C564793
subarachnoid hemorrhage, traumatic	D020206
subclavian steal syndrome	D013349
subcortical band heterotopia, x-linked	C564722
subcutaneous emphysema	D013352
subcutaneous panniculitis-like t-cell lymphoma	C537503
subdural effusion	D013353
sublingual gland neoplasms	D013362
submacular cysticercosis	C531662
submandibular gland diseases	D013364
submandibular gland neoplasms	D013365
subphrenic abscess	D013369
substance abuse, intravenous	D015819
substance abuse, oral	D000075067
substance-related disorders	D019966
substance withdrawal syndrome	D013375
subungual exostoses	C535723
subvalvular aortic stenosis, eisenberg type	C538550
succinate-coa ligase deficiency	C580473
succinic acidemia	C563952
succinic semialdehyde dehydrogenase deficiency	C535803
succinyl-coa:3-oxoacid coa transferase deficiency	C537527
sucrase-isomaltase deficiency, congenital	C538139
sucrosuria, hiatus hernia and mental retardation	C564792
sudden cardiac failure, alcohol-induced	617223
sudden cardiac failure, infantile	617222
sudden infant death	D013398
sudden infant death with dysgenesis of the testes syndrome	C563856
sudden unexpected death in epilepsy	D000080485
sudden unexpected nocturnal death syndrome	C531638
sulfatidosis	D052516
sulfhemoglobinemia	D013436
sulfhemoglobinemia, congenital	C566102
sulfite oxidase deficiency	C538141
summitt syndrome	C538142
sunct syndrome	D050798
sunstroke	D013474
superinfection	D015163
superior mesenteric artery syndrome	D013478
superior transverse scapular ligament, calcification of, familial	C566638
superior vena cava syndrome	D013479
supernumerary der(22)t(8	613700
suppressor of tumorigenicity 3	191181
suppuration	D013492
supraglottitis	D059525
supranuclear palsy, progressive	D013494
supranuclear palsy, progressive, 2	C563717
supranuclear palsy, progressive, 3	C567050
supratentorial neoplasms	D015173
supraumbilical midabdominal raphe and facial cavernous hemangiomas	C538144
supravalvar aortic stenosis, eisenberg type	C538461
surfactant dysfunction	C580477
surfactant metabolism dysfunction, pulmonary, 1	C566882
surfactant metabolism dysfunction, pulmonary, 2	C567048
surfactant metabolism dysfunction, pulmonary, 3	C567046
surfactant metabolism dysfunction, pulmonary, 4	C567461
surfactant metabolism dysfunction, pulmonary, 5	614370
surgical wound	D000072836
surgical wound dehiscence	D013529
surgical wound infection	D013530
susac syndrome	D055955
sutton disease 2	C538145
sveinsson chorioretinal atrophy	C566236
swayback	D013540
sweat gland diseases	D013543
sweat gland neoplasms	D013544
sweating, gustatory	D013547
sweating sickness	D018614
sweet syndrome	D016463
swine diseases	D013553
swine erysipelas	D013554
swine vesicular disease	D013555
symmastia	C538147
symphalangism, c. s. lewis type	C566100
symphalangism, distal	C566099
symphalangism, distal, with microdontia, dental pulp stones, and narrowed zygomatic arch	C538148
symphalangism of toes	C566101
symphalangism, proximal, 1b	615298
symphalangism with multiple anomalies of hands and feet	C566098
symptom flare up	D000067251
syncope, vasovagal	D019462
syndactyly	D013576
syndactyly cenani lenz type	C538150
syndactyly, mesoaxial synostotic, with phalangeal reduction	C563721
syndactyly-polydactyly-earlobe syndrome	C566091
syndactyly, type 2	C538153
syndactyly, type 3	C538154
syndactyly, type i	C566096
syndactyly, type iv	C566092
syndactyly, type v	C538155
syndrome	D013577
synesthesia	D000080311
synkinesis	D046608
synostoses, tarsal, carpal, and digital	C538156
synostosis	D013580
synostosis, carpal, with dysplastic elbow joints and brachydactyly	C566090
synostosis of talus and calcaneus with short stature	C566089
synovial chondromatosis, familial, with dwarfism	C566087
synovial cyst	D013581
synovitis, pigmented villonodular	D013586
synpolydactyly 2	C564278
synpolydactyly 3	C565216
synpolydactyly with foot anomalies	C566095
synucleinopathies	D000080874
syphilis, cardiovascular	D013589
syphilis, congenital	D013590
syphilis, cutaneous	D013591
syphilis, latent	D013592
syphilis, primary	C536772
syphilis, secondary	C536773
syphilis, tertiary	C536774
syphilitic aseptic meningitis	C536775
syphilitic myelopathy (tabes dorsalis)	C536776
syringoma	D018252
syringomas, multiple	C566085
syringomyelia	D013595
syringomyelia, isolated	C566084
systemic candidiasis	C536777
systemic inflammatory response syndrome	D018746
systemic lupus erythematosus with hemolytic anemia, susceptibility to, 1	607279
systemic lupus erythematosus with nephritis, susceptibility to, 1	607965
systemic lupus erythematosus with nephritis, susceptibility to, 2	607966
systemic lupus erythematosus with nephritis, susceptibility to, 3	607967
systemic necrotizing angiitis	C536779
systemic vasculitis	D056647
systolic murmurs	D054160
tabatznik syndrome	C536784
tabes dorsalis	D013606
tachycardia, atrioventricular nodal reentry	D013611
tachycardia, ectopic atrial	D013612
tachycardia, ectopic junctional	D013613
tachycardia, hypertension, microphthalmia, and hyperglycinuria	C566880
tachycardia, paroxysmal	D013614
tachycardia, reciprocating	D054139
tachycardia, sinoatrial nodal reentry	D013615
tachycardia, sinus	D013616
tachycardia, supraventricular	D013617
tachycardia, ventricular	D017180
tachypnea	D059246
taeniasis	D013622
takao vcf syndrome	C566051
takayasu arteritis	D013625
takenouchi-kosaki syndrome	616737
takotsubo cardiomyopathy	D054549
talaromycosis	C000656865
talipes	D000070558
talipes cavus	D000070589
talonavicular coalition	C536895
talo-patello-scaphoid osteolysis, synovitis, and short fourth metacarpals	C536894
tamari goodman syndrome	C536896
tang hsi ryu syndrome	C536897
tangier disease	D013631
tapetoretinal degeneration with ataxia	C564788
tardive dyskinesia	D000071057
tarlov cysts	D052958
tarp syndrome	C536942
tarsal coalition	D000070604
tarsal tunnel syndrome	D013641
taste disorders	D013651
tatsumi factor deficiency	C564787
tatton-brown-rahman syndrome	615879
tauopathies	D024801
tauopathy and respiratory failure	C563580
taurodontia absent teeth sparse hair	C536945
taurodontism	C536946
taurodontism, microdontia, and dens invaginatus	C536947
tay-sachs disease	D013661
tay-sachs disease, ab variant	D049290
tay-sachs disease, juvenile	C564782
tay-sachs disease, pseudo-ab variant	C564786
tay-sachs disease, variant b1	C564785
t-cell immunodeficiency, congenital alopecia and nail dystrophy	C536781
t cell immunodeficiency primary	C536780
t-cell immunodeficiency, recurrent infections, and autoimmunity with or without cardiac malformations	614868
t-cell lymphoma 1a	C536782
t-cell okt4 deficiency	C566080
t-cell receptor-alpha/beta deficiency	615387
tdp-43 proteinopathies	D057177
teebi kaurah syndrome	C536948
teebi naguib al awadi syndrome	C536949
teebi shaltout syndrome	C536950
teebi syndrome	C536951
teeth noneruption of with maxillary hypoplasia and genu valgum	C536952
teeth, odd shapes of	C566076
telangiectasia, generalized essential	C562998
telangiectasia, hereditary benign	C562908
telangiectasia, hereditary hemorrhagic	D013683
telangiectasia, hereditary hemorrhagic, type 4	C565691
telangiectasia, hereditary hemorrhagic, type 5	615506
telangiectasis	D013684
telecanthus	C562941
telencephalic leukoencephalopathy	C536954
telfer sugar jaeger syndrome	C536955
tel hashomer camptodactyly syndrome	C536953
telomeric 22q13 monosomy syndrome	C536801
temple-baraitser syndrome	C567516
temporal epilepsy, familial	C536956
temporomandibular ankylosis	C536957
temporomandibular joint disorders	D013705
temporomandibular joint dysfunction syndrome	D013706
temtamy preaxial brachydactyly syndrome	C536958
temtamy syndrome	C536959
tendinopathy	D052256
tendon entrapment	D053682
tendon injuries	D013708
tendons, extensor, of fingers, anomalous insertion of	C566068
tennis elbow	D013716
tenorio syndrome	616260
tenosynovitis	D013717
teratocarcinoma	D018243
teratogenesis	D064793
teratoid tumor, atypical	C563737
teratoma	D013724
teratoma, ovarian	C562731
teratoma, testicular	C562472
teratozoospermia	D000072660
ter haar syndrome	C537274
terminal osseous dysplasia	300244
terminal osseous dysplasia and pigmentary defects	C564554
terminal transverse defects of arm	C565681
tertiary lymphoid structures	D000072717
testicular anomalies with or without congenital heart disease	615542
testicular diseases	D013733
testicular germ cell tumor	C563236
testicular germ cell tumor 1	C564559
testicular hydrocele	D006848
testicular microlithiasis	C566478
testicular neoplasms	D013736
tetra-amelia autosomal recessive	C536498
tetraamelia multiple malformations	C536500
tetra amelia with ectodermal dysplasia and lacrimal duct abnormalities	C536496
tetra-amelia with pulmonary hypoplasia	C536499
tetralogy of fallot	D013771
tetralogy of fallot and glaucoma	C536501
tetralogy of fallot syndrome, autosomal recessive	C565314
tetramelic monodactyly	C566066
tetraphocomelia-thrombocytopenia syndrome	C564771
tetraploidy	D057891
tetrasomy	D058670
tetrasomy x	C536502
thai symphalangism syndrome	C564303
thakker donnai syndrome	C536503
thalamic degeneration symmetrical infantile	C536504
thalamic diseases	D013786
thalassemia, beta+, silent allele	C566065
thanatophoric dysplasia	D013796
thanatophoric dysplasia glasgow variant	C536506
thanatophoric dysplasia, type 2	C536508
thanatophoric dysplasia, type i	C566844
thauvin-robinet-faivre syndrome	617107
thecoma	D013798
theileriasis	D013801
theodor hertz goodman syndrome	C536509
thiamine deficiency	D013832
thiamine metabolism dysfunction syndrome 4 (bilateral striatal degeneration and progressive polyneuropathy type)	613710
thiamine metabolism dysfunction syndrome 5 (episodic encephalopathy type)	614458
thiamine responsive megaloblastic anemia syndrome	C536510
thinness	D013851
thiopurine s methyltranferase deficiency	C536512
thiopurines, poor metabolism of, 2	616903
thiourea tasting	171200
thomas jewett raines syndrome	C536513
thomas syndrome	C536514
thompson baraitser syndrome	C536515
thoracic diseases	D013896
thoracic dysostosis, isolated	C566063
thoracic dysplasia-hydrocephalus syndrome	C564774
thoracic injuries	D013898
thoracic neoplasms	D013899
thoracic outlet syndrome	D013901
thoracolaryngopelvic dysplasia	C536517
thoraco limb dysplasia rivera type	C536516
thoracomelic dysplasia	C564773
thoracopelvic dysostosis	C566062
three m syndrome 2	C567862
thrombasthenia	D013915
thrombasthenia-thrombocytopenia, hereditary	C566060
thromboangiitis obliterans	D013919
thrombocythemia, essential	D013920
thrombocythemia, x-linked	300331
thrombocytopenia 1	C564052
thrombocytopenia 2	188000
thrombocytopenia 3	C567487
thrombocytopenia 4	C567438
thrombocytopenia 5	616216
thrombocytopenia 6	616937
thrombocytopenia absent ulnar syndrome	C536944
thrombocytopenia, anemia, and myelofibrosis	617441
thrombocytopenia chromosome breakage	C536519
thrombocytopenia, cyclic	C536899
thrombocytopenia, neonatal alloimmune	D054098
thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	C564050
thrombocytopenia robin sequence	C536898
thrombocytopenia with elevated serum iga and renal disease	C564051
thrombocytopenia, x-linked, intermittent	C564053
thrombocytopenia, x-linked, with or without dyserythropoietic anemia	300367
thrombocytosis	D013922
thrombocytosis, benign familial microcytic	C566596
thrombocytosis, familial x-linked	C564532
thrombomodulin anomalies, familial	C536900
thrombophilia	D019851
thrombophilia due to activated protein c resistance	C566056
thrombophilia due to elevated histidine-rich glycoprotein	C567737
thrombophilia due to protein c deficiency, autosomal recessive	612304
thrombophilia due to thrombomodulin defect	C566057
thrombophilia, familial, due to decreased release of tissue plasminogen activator	C567341
thrombophilia, familial, due to decreased release of tissue plasminogen activator;thph9 hyperfibrinolysis, familial, due to increased release of tissue plasminogen	612348
thrombophilia, hereditary	C540694
thrombophilia, hereditary, due to protein c deficiency, autosomal dominant	C567163
thrombophilia, hereditary, due to protein c deficiency, autosomal recessive	C567353
thrombophilia, hereditary, due to protein s deficiency, autosomal dominant	C567347
thrombophilia, hereditary, due to protein s deficiency, autosomal recessive	C567348
thrombophilia, x-linked, due to factor ix defect	C567581
thrombotic microangiopathies	D057049
thrombotic thrombocytopenic purpura, acquired	C536901
thromboxane synthetase deficiency	C562866
thumb agenesis, short stature, and immunodeficiency	C564770
thumb deformity	C536903
thumb deformity, alopecia, pigmentation anomaly	C536904
thumb deformity and alopecia	C566054
thumb, hypoplastic, with choroid coloboma, poorly developed antihelix, and deafness	C564769
thumbs, stiff, with brachydactyly type a1 and developmental delay	C566053
thymic aplasia	C536288
thymic aplasia with fetal death	C564768
thymic epithelial tumor	C536905
thymic-renal-anal-lung dysplasia	C536907
thymoma	D013945
thymoma, familial	C564767
thymus hyperplasia	D013952
thymus neoplasms	D013953
thyrocerebral-retinal syndrome	C536908
thyroglossal cyst	D013955
thyroglossal tract cyst	C536909
thyroid adenoma, hyperfunctioning	C566386
thyroid cancer, follicular	C572845
thyroid cancer, hurthle cell	C536913
thyroid cancer, medullary	C536914
thyroid cancer, nonmedullary, 4	616534
thyroid cancer, nonmedullary, 5	616535
thyroid cancer, papillary	D000077273
thyroid carcinoma, anaplastic	D065646
thyroid carcinoma, nonmedullary 1	C565247
thyroid carcinoma, papillary, with papillary renal neoplasia	C565310
thyroid crisis	D013958
thyroid diseases	D013959
thyroid dysgenesis	D050033
thyroid dyshormonogenesis 1	C564766
thyroid dyshormonogenesis 2a	C563206
thyroid dyshormonogenesis 3	C562769
thyroid dyshormonogenesis 4	C562770
thyroid dyshormonogenesis 5	C562771
thyroid dyshormonogenesis 6	C564608
thyroid hormone metabolism, abnormal	C566454
thyroid hormone plasma membrane transport defect	C536916
thyroid hormone resistance, generalized, autosomal dominant	C567934
thyroid hormone resistance, generalized, autosomal recessive	C567936
thyroid hormone resistance, selective pituitary	C564154
thyroid hormone resistance syndrome	D018382
