drugbank_id	name	cas_num	type	disease	MeSHID
DB06738	Ketobemidone	469-79-4	small molecule	pain	"MESH:D010146	BERN:262326101"
DB06738	Ketobemidone	469-79-4	small molecule	cancer	"MESH:D002277	BERN:255268301"
DB06738	Ketobemidone	469-79-4	small molecule	kidney stones	"MESH:D007669	BERN:254241401"
DB06738	Ketobemidone	469-79-4	small molecule	fractures	"MESH:D057068	BERN:263337001"
DB06742	Ambroxol	18683-91-5	small molecule	bronchoplmonary diseaes	CUI-less
DB06751	Drotaverine	14009-24-6	small molecule	bowel disorders	"MESH:D007410	BERN:255857701"
DB06751	Drotaverine	14009-24-6	small molecule	pain	"MESH:D010146	BERN:262326101"
DB06751	Drotaverine	14009-24-6	small molecule	renal colic	"MESH:D056844	BERN:267215401"
DB06752	Chymopapain	9001-09-6	biotech	disc herniation	"MESH:D007405	BERN:256610201"
DB06752	Chymopapain	9001-09-6	biotech	disc herniation	"MESH:D007405	BERN:256610201"
DB06754	Danaparoid	308068-55-5	small molecule	deep venous thrombosis	"MESH:D020246	BERN:106989101"
DB06754	Danaparoid	308068-55-5	small molecule	dvt	BERN:254433601
DB06754	Danaparoid	308068-55-5	small molecule	pulmonary embolism	"MESH:D011655	BERN:106987401"
DB06754	Danaparoid	308068-55-5	small molecule	pe	"MESH:D011655	BERN:106987401"
DB06755	Beta carotene	7235-40-7	small molecule	erythropoietic protoporphyria	"MESH:D046351	OMIM:177000	BERN:107278201"
DB06755	Beta carotene	7235-40-7	small molecule	photosensitivity diseases	"MESH:D010787	BERN:107528001"
DB06756	Glycine betaine	107-43-7	small molecule	homocystinuria	"MESH:D006712	OMIM:236200	BERN:107492401"
DB06756	Glycine betaine	107-43-7	small molecule	homocystinuria	"MESH:D006712	OMIM:236200	BERN:107492401"
DB06759	Fomivirsen	144245-52-3	biotech	cytomegalovirus (cmv) retinitis	"MESH:D017726	BERN:107483901"
DB06759	Fomivirsen	144245-52-3	biotech	acquired immunodeficiency syndrome	"MESH:D000163	BERN:106994901"
DB06759	Fomivirsen	144245-52-3	biotech	aids	"MESH:D000163	BERN:106994901"
DB06760	Sacrosidase	85897-35-4	biotech	congenital sucrose-isomaltase deficiency	BERN:260390101
DB06760	Sacrosidase	85897-35-4	biotech	csid	"MESH:C538139	OMIM:222900	BERN:259235701"
DB06761	Beractant	108778-82-1	biotech	respiratory distress syndrome	"MESH:D012127	BERN:107424801"
DB06761	Beractant	108778-82-1	biotech	rds	"MESH:D012127	BERN:107424801"
DB06764	Tetryzoline	84-22-0	small molecule	discomfort	CUI-less
DB06764	Tetryzoline	84-22-0	small molecule	redness of the eye	"MESH:D001248	BERN:259913301"
DB06764	Tetryzoline	84-22-0	small molecule	eye irritations	"MESH:D001248	BERN:259913301"
DB06766	Alcaftadine	147084-10-4	small molecule	itching	"MESH:D011537	BERN:262761601"
DB06766	Alcaftadine	147084-10-4	small molecule	allergic conjunctivitis	"MESH:D003233	BERN:107383201"
DB06767	Ammonium chloride	12125-02-9	small molecule	metabolic acidosis	"MESH:D000138	BERN:106988401"
DB06767	Ammonium chloride	12125-02-9	small molecule	hypochloremic	BERN:256067401
DB06767	Ammonium chloride	12125-02-9	small molecule	metabolic alkalosis	BERN:258531801
DB06768	Ammonium lactate	515-98-0	small molecule	xerosis	BERN:255877101
DB06768	Ammonium lactate	515-98-0	small molecule	ichthyosis vulgaris	"OMIM:146700	MESH:D016112	BERN:107551301"
DB06768	Ammonium lactate	515-98-0	small molecule	itching	"MESH:D011537	BERN:262761601"
DB06769	Bendamustine	16506-27-7	small molecule	chronic lymphocytic leukemia	"MESH:D015451	OMIM:109543	BERN:107418501"
DB06769	Bendamustine	16506-27-7	small molecule	cll	"MESH:D015451	OMIM:109543	BERN:107418501"
DB06769	Bendamustine	16506-27-7	small molecule	b-cell non-hodgkin lymphoma	"MESH:D016393	BERN:107548501"
DB06769	Bendamustine	16506-27-7	small molecule	nhl	"MESH:D008228	OMIM:605027	BERN:107530201"
DB06770	Benzyl alcohol	100-51-6	small molecule	head lice infestation	BERN:256537401
DB06771	Besifloxacin	141388-76-3	small molecule	bacterial conjunctivitis	"MESH:D003234	BERN:107277601"
DB06771	Besifloxacin	141388-76-3	small molecule	haemophilus influenza	
DB06771	Besifloxacin	141388-76-3	small molecule	pneumoniae	"MESH:D011014	BERN:106971201"
DB06772	Cabazitaxel	183133-96-2	small molecule	metastatic prostate cancer	BERN:255758101
DB06773	Human calcitonin	21215-62-3	biotech	paget's disease	BERN:261229401
DB06773	Human calcitonin	21215-62-3	biotech	paget's disease	BERN:261229401
DB06773	Human calcitonin	21215-62-3	biotech	metabolic bone disorder	"MESH:D001851	BERN:257156001"
DB06773	Human calcitonin	21215-62-3	biotech	pain	"MESH:D010146	BERN:262326101"
DB06773	Human calcitonin	21215-62-3	biotech	bone deformity	"MESH:D000013	BERN:265696001"
DB06773	Human calcitonin	21215-62-3	biotech	fractures	"MESH:D057068	BERN:263337001"
DB06773	Human calcitonin	21215-62-3	biotech	deafness	"MESH:D003638	BERN:258806801"
DB06774	Capsaicin	404-86-4	small molecule	neuropathic pain	"MESH:D009437	BERN:257314801"
DB06774	Capsaicin	404-86-4	small molecule	post-herpetic neuralgia	"MESH:D051474	BERN:255474301"
DB06774	Capsaicin	404-86-4	small molecule	muscle and join pain	"MESH:D063806	BERN:106993601"
DB06774	Capsaicin	404-86-4	small molecule	neuropathic pain	"MESH:D009437	BERN:257314801"
DB06775	Carglumic acid	1188-38-1	small molecule	hyperammonaemia	BERN:257782301
DB06775	Carglumic acid	1188-38-1	small molecule	n-acetylglutamate synthase (nags) deficiency	"MESH:D054880	OMIM:208400	BERN:107377401"
DB06777	Chenodeoxycholic acid	474-25-9	small molecule	systemic disease	BERN:259788101
DB06778	Cupric sulfate	7758-98-7	small molecule	copper deficiency	BERN:267348401
DB06778	Cupric sulfate	7758-98-7	small molecule	cramps	"MESH:D009120	BERN:262381401"
DB06778	Cupric sulfate	7758-98-7	small molecule	disturbances of renal function	BERN:255529301
DB06778	Cupric sulfate	7758-98-7	small molecule	rheumatic disease	"MESH:D012216	BERN:256511201"
DB06778	Cupric sulfate	7758-98-7	small molecule	swelling	BERN:255466701
DB06778	Cupric sulfate	7758-98-7	small molecule	trauma	"MESH:D014947	BERN:266858501"
DB06779	Dalteparin	9005-49-6	small molecule	deep-vein thrombosis	"MESH:D020246	BERN:106989101"
DB06779	Dalteparin	9005-49-6	small molecule	pulmonary embolisms	"MESH:D011655	BERN:106987401"
DB06779	Dalteparin	9005-49-6	small molecule	medical conditions	BERN:261099701
DB06779	Dalteparin	9005-49-6	small molecule	cancer	"MESH:D002277	BERN:255268301"
DB06779	Dalteparin	9005-49-6	small molecule	heart failure	BERN:259728501
DB06779	Dalteparin	9005-49-6	small molecule	lung disease	"MESH:D008171	BERN:258682501"
DB06779	Dalteparin	9005-49-6	small molecule	thromboembolic complications	BERN:255492601
DB06779	Dalteparin	9005-49-6	small molecule	acute	"MESH:D000208	BERN:259462001"
DB06779	Dalteparin	9005-49-6	small molecule	cardiac ischemic events	BERN:255923701
DB06779	Dalteparin	9005-49-6	small molecule	unstable angina	"MESH:D000789	BERN:254484101"
DB06779	Dalteparin	9005-49-6	small molecule	non-st-segment elevation/	CUI-less
DB06779	Dalteparin	9005-49-6	small molecule	non-q-wave myocardial infarction	BERN:259867701
DB06779	Dalteparin	9005-49-6	small molecule	st-segment elevation acute coronary syndromes	"MESH:D054058	BERN:266276001"
DB06779	Dalteparin	9005-49-6	small molecule	acute renal	BERN:256511901
DB06779	Dalteparin	9005-49-6	small molecule	failure	BERN:258160501
DB06779	Dalteparin	9005-49-6	small molecule	chronic renal insufficiency	"MESH:D007676	BERN:107351201"
DB06781	Difluprednate	23674-86-4	small molecule	inflammation	"MESH:D007249	BERN:257154601"
DB06781	Difluprednate	23674-86-4	small molecule	pain	"MESH:D010146	BERN:262326101"
DB06782	Dimercaprol	59-52-9	small molecule	arsenic, gold and mercury poisoning	"MESH:D008630	BERN:265119301"
DB06782	Dimercaprol	59-52-9	small molecule	lead poisoning	"MESH:D007855	BERN:267023101"
DB06784	Gallium citrate Ga-67	41183-64-6	small molecule	hodgkin's disease	"MESH:D006689	OMIM:236000	BERN:106936701"
DB06784	Gallium citrate Ga-67	41183-64-6	small molecule	lymphoma	"MESH:D008223	BERN:106966001"
DB06784	Gallium citrate Ga-67	41183-64-6	small molecule	bronchogenic carcinoma	"MESH:D002283	BERN:107407201"
DB06784	Gallium citrate Ga-67	41183-64-6	small molecule	acute inflammatory lesions	"MESH:D020275	OMIM:139393	BERN:107496601"
DB06786	Halcinonide	3093-35-4	small molecule	inflammatory and pruritic manifestations	BERN:267350101
DB06786	Halcinonide	3093-35-4	small molecule	corticosteroid-responsive dermatoses	"MESH:D012871	BERN:254048701"
DB06787	Hexocyclium	6004-98-4	small molecule	gastrointestinal disorders	"MESH:D005767	BERN:255283201"
DB06787	Hexocyclium	6004-98-4	small molecule	peptic ulcers	"MESH:D010437	BERN:107001401"
DB06787	Hexocyclium	6004-98-4	small molecule	diarrhea	"MESH:C565627	BERN:262553601"
DB06788	Histrelin	76712-82-8	small molecule	central precocious puberty	BERN:256649801
DB06788	Histrelin	76712-82-8	small molecule	cpp	"MESH:C535343	OMIM:605387	BERN:2344101"
DB06788	Histrelin	76712-82-8	small molecule	advanced prostate cancer	"OMIM:176807	MESH:D011471	BERN:107535701"
DB06791	Lanreotide	108736-35-2	small molecule	neuroendocrine tumours	"MESH:D018358	BERN:106990301"
DB06791	Lanreotide	108736-35-2	small molecule	acromegaly	"MESH:D000172	BERN:254832401"
DB06792	Lanthanum carbonate	587-26-8	small molecule	end stage renal disease	"MESH:D007676	BERN:107368101"
DB06792	Lanthanum carbonate	587-26-8	small molecule	esrd	"MESH:D007676	BERN:107368101"
DB06793	Levopropoxyphene	2338-37-6	small molecule	cough	"MESH:D003371	BERN:263673301"
DB06793	Levopropoxyphene	2338-37-6	small molecule	respiratory tract disorders	"MESH:D012140	BERN:260625801"
DB06794	Lodoxamide	53882-12-5	small molecule	ocular disorders	"MESH:D005128	BERN:255084001"
DB06794	Lodoxamide	53882-12-5	small molecule	vernal keratoconjunctivitis	"MESH:D003233	BERN:107383201"
DB06794	Lodoxamide	53882-12-5	small molecule	vernal conjunctivitis	"MESH:D003233	BERN:107383201"
DB06794	Lodoxamide	53882-12-5	small molecule	vernal keratitis	"MESH:D007634	BERN:106998101"
DB06795	Mafenide	138-39-6	small molecule	bacterial infection	"MESH:D001424	BERN:256312401"
DB06795	Mafenide	138-39-6	small molecule	burn wounds	"MESH:D002056	BERN:263646901"
DB06799	Methenamine	100-97-0	small molecule	urinary tract infections	"MESH:D014552	BERN:106986701"
DB06800	Methylnaltrexone	916055-93-1	small molecule	constipation	"MESH:D003248	BERN:261203001"
DB06802	Nepafenac	78281-72-8	small molecule	pain	"MESH:D010146	BERN:262326101"
DB06802	Nepafenac	78281-72-8	small molecule	cataract	"MESH:D002386	BERN:106986401"
DB06803	Niclosamide	50-65-7	small molecule	tapeworm and intestinal fluke infections	"MESH:D003551	BERN:255624201"
DB06803	Niclosamide	50-65-7	small molecule	taenia saginat	
DB06803	Niclosamide	50-65-7	small molecule	schistosomiasis	"MESH:D012552	BERN:258570501"
DB06809	Plerixafor	110078-46-1	small molecule	non-hodgkin s lymphoma	"MESH:D008228	OMIM:605027	BERN:107530201"
DB06809	Plerixafor	110078-46-1	small molecule	nhl	"MESH:D008228	OMIM:605027	BERN:107530201"
DB06809	Plerixafor	110078-46-1	small molecule	multiple myeloma	"OMIM:254500	MESH:D009101	BERN:106985601"
DB06809	Plerixafor	110078-46-1	small molecule	mm	"OMIM:254450	MESH:D055728	BERN:106922101"
DB06810	Plicamycin	18378-89-7	small molecule	testicular cancer	"MESH:D013736	BERN:107450501"
DB06810	Plicamycin	18378-89-7	small molecule	hypercalcemia	"MESH:D006934	BERN:258117601"
DB06810	Plicamycin	18378-89-7	small molecule	hypercalciuria	"MESH:D053565	BERN:258880701"
DB06810	Plicamycin	18378-89-7	small molecule	cancer	"MESH:D002277	BERN:255268301"
DB06811	Polidocanol	9002-92-0	small molecule	spider veins	"MESH:D013684	BERN:107529301"
DB06812	Povidone-iodine	25655-41-8	small molecule	wounds	"MESH:D014947	BERN:266858501"
DB06813	Pralatrexate	146464-95-1	small molecule	peripheral t-cell lymphoma	"MESH:D016411	BERN:107257201"
DB06815	Pyrithione	1121-31-9	small molecule	dandruff	"MESH:D063807	BERN:107453001"
DB06815	Pyrithione	1121-31-9	small molecule	seborrheic dermatitis	"MESH:D012628	BERN:107362901"
DB06816	Pyrvinium	7187-62-4	small molecule	pinworm	"MESH:D017229	BERN:254434901"
DB06817	Raltegravir	518048-05-0	small molecule	hiv-1 infection	"OMIM:609423	MESH:D015658	BERN:106985801"
DB06819	Phenylbutyric acid	1821-12-1	small molecule	chronic urea cycle disorders	"MESH:D056806	BERN:107296101"
DB06819	Phenylbutyric acid	1821-12-1	small molecule	deficiencies in carbamylphosphate	"OMIM:207900	MESH:D056807	BERN:107505801"
DB06819	Phenylbutyric acid	1821-12-1	small molecule	cp	
DB06819	Phenylbutyric acid	1821-12-1	small molecule	hyperammonemic encephalopathy	"MESH:D001927	BERN:257127201"
DB06820	Sulconazole	61318-90-9	small molecule	tinea cruri	
DB06820	Sulconazole	61318-90-9	small molecule	tinea corpori	
DB06820	Sulconazole	61318-90-9	small molecule	epidermophyton floccosu	
DB06820	Sulconazole	61318-90-9	small molecule	tinea versicolo	
DB06820	Sulconazole	61318-90-9	small molecule	tinea pedis	"MESH:D014008	BERN:260331101"
DB06822	Tinzaparin	9041-08-1	small molecule	venous thromboembolism	"MESH:D054556	BERN:106986601"
DB06822	Tinzaparin	9041-08-1	small molecule	orthopedic surgery	BERN:258120701
DB06822	Tinzaparin	9041-08-1	small molecule	thromboembolism	"MESH:D013923	BERN:254272701"
DB06822	Tinzaparin	9041-08-1	small molecule	deep vein thrombosis	"MESH:D020246	BERN:106989101"
DB06822	Tinzaparin	9041-08-1	small molecule	pulmonary embolism	"MESH:D011655	BERN:106987401"
DB06823	Tiopronin	1953-02-2	small molecule	kidney stone formation	"MESH:D007669	BERN:254241401"
DB06823	Tiopronin	1953-02-2	small molecule	cystinuria	"MESH:D003555	OMIM:220100	BERN:107458201"
DB06824	Triethylenetetramine	112-24-3	small molecule	wilson's disease	"MESH:D006527	OMIM:277900	BERN:107393701"
DB06825	Triptorelin	57773-63-4	small molecule	advanced prostate cancer	"OMIM:176807	MESH:D011471	BERN:107535701"
DB06826	Unoprostone	120373-36-6	small molecule	open-angle glaucoma	"MESH:D005902	BERN:107436701"
DB06826	Unoprostone	120373-36-6	small molecule	ocular hypertension	"MESH:D009798	BERN:260132101"
DB06827	Viomycin	32988-50-4	small molecule	infections of mycobacterium tuberculosis	"MESH:D014376	BERN:106971101"
DB07565	Chloramphenicol succinate	3544-94-3	small molecule	bacterial infections	"MESH:D001424	BERN:256312401"
DB07615	Tranilast	53902-12-8	small molecule	bronchial asthma	"OMIM:600807	MESH:D001249	BERN:106971701"
DB07615	Tranilast	53902-12-8	small molecule	keloid and hypertrophic scar	"MESH:D017439	BERN:261849101"
DB07615	Tranilast	53902-12-8	small molecule	allergic disorders	"MESH:D006967	BERN:260202601"
DB07615	Tranilast	53902-12-8	small molecule	asthma	"OMIM:600807	MESH:D001249	BERN:106971701"
DB07615	Tranilast	53902-12-8	small molecule	allergic rhinitis	BERN:107544101
DB07615	Tranilast	53902-12-8	small molecule	atopic dermatitis	"MESH:D003876	BERN:107504001"
DB08142	AT-7519	844442-38-2	small molecule	leukemia	"MESH:D007938	BERN:106966401"
DB08142	AT-7519	844442-38-2	small molecule	lymphoma	"MESH:D008223	BERN:106966001"
DB08142	AT-7519	844442-38-2	small molecule	myelodysplastic syndrome	"MESH:D009190	BERN:106990001"
DB08142	AT-7519	844442-38-2	small molecule	solid tumors	BERN:258004301
DB08502	Capravirine	178979-85-6	small molecule	acquired immune deficiency syndrome	"MESH:D000163	BERN:106994901"
DB08502	Capravirine	178979-85-6	small molecule	aids	"MESH:D000163	BERN:106994901"
DB08502	Capravirine	178979-85-6	small molecule	aids-related infections	"MESH:D017088	BERN:107369601"
DB08502	Capravirine	178979-85-6	small molecule	hiv infection	"OMIM:609423	MESH:D015658	BERN:106985801"
DB08687	FG-2216	223387-75-5	small molecule	anemia	"MESH:D000740	BERN:254431001"
DB08687	FG-2216	223387-75-5	small molecule	kidney disease	"MESH:D007674	BERN:106971401"
DB08792	Diloxanide	579-38-4	small molecule	intestinal amebiasis	"MESH:D004404	BERN:107280501"
DB08792	Diloxanide	579-38-4	small molecule	entamoeba histolytic	
DB08792	Diloxanide	579-38-4	small molecule	amebiasis	"MESH:D004749	BERN:107415501"
DB08795	Azidocillin	17243-38-8	small molecule	uti	"MESH:D014552	BERN:106986701"
DB08795	Azidocillin	17243-38-8	small molecule	meningitis	"MESH:D008581	BERN:106986201"
DB08796	Pipazethate	2167-85-3	small molecule	cough	"MESH:D003371	BERN:263673301"
DB08798	Sulfamoxole	729-99-7	small molecule	bacterial infection	"MESH:D001424	BERN:256312401"
DB08799	Antazoline	91-75-8	small molecule	nasal congestion	BERN:257680501
DB08799	Antazoline	91-75-8	small molecule	allergic conjunctivitis	"MESH:D003233	BERN:107383201"
DB08800	Chloropyramine	59-32-5	small molecule	allergic conjunctivitis	"MESH:D003233	BERN:107383201"
DB08800	Chloropyramine	59-32-5	small molecule	allergic rhinitis	BERN:107544101
DB08800	Chloropyramine	59-32-5	small molecule	bronchial asthma	"OMIM:600807	MESH:D001249	BERN:106971701"
DB08800	Chloropyramine	59-32-5	small molecule	atopic (allergic) conditions	BERN:256442801
DB08801	Dimetindene	5636-83-9	small molecule	allergic reactions	"MESH:D006967	BERN:258641601"
DB08801	Dimetindene	5636-83-9	small molecule	urticaria	"MESH:D014581	BERN:256543901"
DB08801	Dimetindene	5636-83-9	small molecule	allergies of the upper respiratory tract	BERN:261398501
DB08801	Dimetindene	5636-83-9	small molecule	hey fever	"MESH:D005334	BERN:257799801"
DB08801	Dimetindene	5636-83-9	small molecule	perennial rhinitis	BERN:258435601
DB08801	Dimetindene	5636-83-9	small molecule	food and drug allergies	"MESH:D005512	MESH:D004342	BERN:107473901	BERN:106928601"
DB08801	Dimetindene	5636-83-9	small molecule	pruritus	"MESH:D011537	BERN:262761601"
DB08801	Dimetindene	5636-83-9	small molecule	pruritus	"MESH:D011537	BERN:262761601"
DB08801	Dimetindene	5636-83-9	small molecule	cholestasis	"MESH:D002779	BERN:106984201"
DB08801	Dimetindene	5636-83-9	small molecule	pruritus	"MESH:D011537	BERN:262761601"
DB08801	Dimetindene	5636-83-9	small molecule	eruptive skin diseases	"MESH:D012871	BERN:254048701"
DB08801	Dimetindene	5636-83-9	small molecule	chicken-pox	"MESH:D002644	BERN:107492801"
DB08801	Dimetindene	5636-83-9	small molecule	eczema	"MESH:D004485	BERN:107003401"
DB08801	Dimetindene	5636-83-9	small molecule	pruriginous dermatoses	"MESH:D012871	BERN:254048701"
DB08802	Isothipendyl	482-15-5	small molecule	itching	"MESH:D011537	BERN:262761601"
DB08802	Isothipendyl	482-15-5	small molecule	allergic reactions	"MESH:D006967	BERN:258641601"
DB08803	Tymazoline	24243-97-8	small molecule	inflammation of the lining of the nose and paranasal sinuses	"MESH:D007249	BERN:257154601"
DB08803	Tymazoline	24243-97-8	small molecule	allergic inflammation of nasopharyngeal	"MESH:D007249	BERN:257154601"
DB08804	Nandrolone decanoate	360-70-3	small molecule	deficient red cell production anemias	"OMIM:603903	MESH:D000755	BERN:107354701"
DB08804	Nandrolone decanoate	360-70-3	small molecule	breast carcinoma	"OMIM:114480	MESH:D001943	BERN:107480901"
DB08804	Nandrolone decanoate	360-70-3	small molecule	hereditary angioedema	"OMIM:106100	MESH:D054179	BERN:107445001"
DB08804	Nandrolone decanoate	360-70-3	small molecule	antithrombin iii deficiency	"MESH:D020152	OMIM:613118	BERN:107514701"
DB08804	Nandrolone decanoate	360-70-3	small molecule	fibrinogen excess	"MESH:D015835	BERN:258320901"
DB08804	Nandrolone decanoate	360-70-3	small molecule	turner's	"MESH:D014424	BERN:106908501"
DB08804	Nandrolone decanoate	360-70-3	small molecule	hereditary angioedema	"OMIM:106100	MESH:D054179	BERN:107445001"
DB08805	Metiamide	34839-70-8	small molecule	acid-reflux disorders	"OMIM:109350	MESH:D005764	BERN:106990201"
DB08805	Metiamide	34839-70-8	small molecule	gerd	"OMIM:109350	MESH:D005764	BERN:106990201"
DB08805	Metiamide	34839-70-8	small molecule	peptic ulcer disease	"MESH:D010437	BERN:107001401"
DB08805	Metiamide	34839-70-8	small molecule	heartburn	"MESH:D006356	BERN:266229101"
DB08806	Roxatidine acetate	78628-28-1	small molecule	disorders of the upper gastro-intestinal region	BERN:260801701
DB08806	Roxatidine acetate	78628-28-1	small molecule	duodenal ulcers	"MESH:D004381	BERN:106924901"
DB08806	Roxatidine acetate	78628-28-1	small molecule	benign gastric ulcers	"MESH:D013276	BERN:107547901"
DB08806	Roxatidine acetate	78628-28-1	small molecule	gastric and duodenal ulcers	"MESH:D013276	MESH:D004381	BERN:107547901	BERN:106924901"
DB08807	Bopindolol	62658-63-3	small molecule	hypertension	"MESH:D006973	BERN:106966601"
DB08807	Bopindolol	62658-63-3	small molecule	edema	"MESH:D004487	BERN:257143701"
DB08807	Bopindolol	62658-63-3	small molecule	ventricular tachycardias	"MESH:D017180	BERN:266884901"
DB08807	Bopindolol	62658-63-3	small molecule	atrial fibrillation	"MESH:D001281	BERN:258765001"
DB08808	Bupranolol	14556-46-8	small molecule	hypertension	"MESH:D006973	BERN:106966601"
DB08808	Bupranolol	14556-46-8	small molecule	tachycardia	"MESH:D013610	BERN:260117501"
DB08808	Bupranolol	14556-46-8	small molecule	glaucoma	"MESH:D005901	BERN:106985401"
DB08810	Cinitapride	66564-14-5	small molecule	gastrointestinal disorders	"MESH:D005767	BERN:255283201"
DB08810	Cinitapride	66564-14-5	small molecule	motility disturbances	BERN:259561901
DB08810	Cinitapride	66564-14-5	small molecule	gastroesophageal reflux disease	"OMIM:109350	MESH:D005764	BERN:106990201"
DB08810	Cinitapride	66564-14-5	small molecule	gerd	"OMIM:109350	MESH:D005764	BERN:106990201"
DB08810	Cinitapride	66564-14-5	small molecule	non-ulcer dyspepsia	BERN:254742201
DB08811	Tofisopam	22345-47-7	small molecule	anxiety	BERN:256846301
DB08811	Tofisopam	22345-47-7	small molecule	alcohol withdrawal	BERN:260822701
DB08813	Nadroparin		small molecule	thromboembolic disorders	"MESH:D013923	BERN:254272701"
DB08813	Nadroparin		small molecule	deep vein thrombosis	"MESH:D020246	BERN:106989101"
DB08813	Nadroparin		small molecule	angina	BERN:255953001
DB08813	Nadroparin		small molecule	non-q wave myocardial infarction	BERN:259867701
DB08814	Triflusal	322-79-2	small molecule	thromboembolic disorders	"MESH:D013923	BERN:254272701"
DB08814	Triflusal	322-79-2	small molecule	stroke	"MESH:D020521	OMIM:606799	BERN:106966501"
DB08814	Triflusal	322-79-2	small molecule	myocardial infarction	"MESH:D009203	OMIM:608446	BERN:106971801"
DB08815	Lurasidone	367514-87-2	small molecule	schizophrenia	"OMIM:181500	MESH:D012559	BERN:260079301"
DB08816	Ticagrelor	274693-27-5	small molecule	cardiovascular death	"MESH:D014381	BERN:107278001"
DB08816	Ticagrelor	274693-27-5	small molecule	myocardial infarction	"MESH:D009203	OMIM:608446	BERN:106971801"
DB08816	Ticagrelor	274693-27-5	small molecule	stroke	"MESH:D020521	OMIM:606799	BERN:106966501"
DB08816	Ticagrelor	274693-27-5	small molecule	acute coronary syndrome	BERN:257414601
DB08816	Ticagrelor	274693-27-5	small molecule	myocardial infarction	"MESH:D009203	OMIM:608446	BERN:106971801"
DB08816	Ticagrelor	274693-27-5	small molecule	myocardial infarction	"MESH:D009203	OMIM:608446	BERN:106971801"
DB08816	Ticagrelor	274693-27-5	small molecule	stroke	"MESH:D020521	OMIM:606799	BERN:106966501"
DB08816	Ticagrelor	274693-27-5	small molecule	coronary artery disease	"MESH:D003324	BERN:106970901"
DB08818	Hyaluronic acid	9004-61-9	small molecule	knee pain	"MESH:D046788	BERN:107496801"
DB08818	Hyaluronic acid	9004-61-9	small molecule	joint inflammation	"MESH:D001168	BERN:106971901"
DB08818	Hyaluronic acid	9004-61-9	small molecule	osteoarthritis	"OMIM:140600	MESH:D010003	BERN:106969901"
DB08818	Hyaluronic acid	9004-61-9	small molecule	plastic surgery	BERN:258120701
DB08818	Hyaluronic acid	9004-61-9	small molecule	wrinkles on the face	BERN:258729701
DB08818	Hyaluronic acid	9004-61-9	small molecule	ophthalmology	"MESH:D005128	BERN:255084001"
DB08818	Hyaluronic acid	9004-61-9	small molecule	cataracts	"MESH:D002386	BERN:106986401"
DB08818	Hyaluronic acid	9004-61-9	small molecule	glaucoma	"MESH:D005901	BERN:106985401"
DB08818	Hyaluronic acid	9004-61-9	small molecule	dry eyes	"MESH:D015352	BERN:106934601"
DB08818	Hyaluronic acid	9004-61-9	small molecule	interstitial cystitis	"MESH:D018856	BERN:107369101"
DB08819	Tafluprost	209860-87-7	small molecule	open-angle glaucoma	"MESH:D005902	BERN:107436701"
DB08819	Tafluprost	209860-87-7	small molecule	ocular hypertension	"MESH:D009798	BERN:260132101"
DB08820	Ivacaftor	873054-44-5	small molecule	cf	"OMIM:219700	MESH:D003550	BERN:106986301"
DB08820	Ivacaftor	873054-44-5	small molecule	cf	"OMIM:219700	MESH:D003550	BERN:106986301"
DB08820	Ivacaftor	873054-44-5	small molecule	cf	"OMIM:219700	MESH:D003550	BERN:106986301"
DB08820	Ivacaftor	873054-44-5	small molecule	cystic fibrosis	"OMIM:219700	MESH:D003550	BERN:106986301"
DB08820	Ivacaftor	873054-44-5	small molecule	cftr	CUI-less
DB08822	Azilsartan medoxomil	863031-21-4	small molecule	hypertension	"MESH:D006973	BERN:106966601"
DB08823	Spinosad	168316-95-8	small molecule	head lice	BERN:256537401
DB08824	Ioflupane I-123	155798-07-5	small molecule	parkinson s syndrome tremors	"MESH:C563052	BERN:261037201"
DB08824	Ioflupane I-123	155798-07-5	small molecule	essential tremor	"MESH:D020329	BERN:106924401"
DB08826	Deferiprone	30652-11-0	small molecule	thalassemia syndromes	"MESH:D013789	BERN:106984901"
DB08827	Lomitapide	182431-12-5	small molecule	familial hypercholesterolemia	"OMIM:144010	MESH:D006938	BERN:107435301"
DB08827	Lomitapide	182431-12-5	small molecule	hofh	CUI-less
DB08828	Vismodegib	879085-55-9	small molecule	locally advanced or metastatic basal cell carcinoma	BERN:260881201
DB08828	Vismodegib	879085-55-9	small molecule	carcinoma	"MESH:D002277	BERN:255268301"
DB08830	Dehydroascorbic acid	490-83-5	small molecule	ischemic stroke	BERN:260914201
DB08831	2-deoxyglucose	154-17-6	small molecule	solid tumors	BERN:258004301
DB08831	2-deoxyglucose	154-17-6	small molecule	herpes simplex	"MESH:D006561	BERN:106990801"
DB08831	2-deoxyglucose	154-17-6	small molecule	temporal lobe epilepsy	"MESH:D004833	BERN:107376001"
DB08833	Taurochenodeoxycholic acid	516-35-8	small molecule	cancer	"MESH:D002277	BERN:255268301"
DB08834	Tauroursodeoxycholic acid	14605-22-2	small molecule	cholesterol gallstones	"MESH:D002769	BERN:257721001"
DB08834	Tauroursodeoxycholic acid	14605-22-2	small molecule	primary biliary cirrhosis	"OMIM:109720	MESH:D008105	BERN:107270801"
DB08834	Tauroursodeoxycholic acid	14605-22-2	small molecule	pbc	"OMIM:109720	MESH:D008105	BERN:107270801"
DB08834	Tauroursodeoxycholic acid	14605-22-2	small molecule	insulin resistance	"MESH:D007333	BERN:106972001"
