drugbank_id	category	uniprot_id	entrez_gene_id	organism	known_action	actions	pubmed_ids
DB12610	target	P34913	2053	Humans	unknown	inhibitor	23219563
DB12612	enzyme	P08684	1576	Humans	unknown	substrate	
DB12612	transporter	P08183	5243	Humans	unknown	substrate	28783871
DB12612	transporter	Q9UNQ0	9429	Humans	unknown	substrate	
DB12612	enzyme	P11766	128	Humans	yes	substrate	28783871|30407868
DB12612	enzyme	Q04828	1645	Humans	unknown	substrate	
DB12612	enzyme	P52895	1646	Humans	unknown	substrate	
DB12612	enzyme	P51648	224	Humans	yes	substrate	28783871|30407868
DB12612	enzyme	P10632	1558	Humans	unknown	substrate	
DB12612	enzyme	P27338	4129	Humans	unknown	substrate	
DB12612	transporter	P27338	4129	Humans	unknown	inhibitor	
DB12612	enzyme	P11245	10	Humans	unknown	substrate	
DB12612	target	Q9H228	53637	Humans	yes	agonist	31492652|28398597|29125718
DB12612	target	P21453	1901	Humans	yes	agonist	31492652|28398597|29125718
DB12615	transporter	Q96FL8	55244	Humans	unknown	inhibitor	
DB12615	transporter	Q86VL8	146802	Humans	unknown	inhibitor	
DB12615	target	P0AG59	12934450	Escherichia coli (strain K12)	unknown	inhibitor	
DB12615	target	P0AG59	947801	Escherichia coli (strain K12)	unknown	inhibitor	
DB12629	enzyme	P08684	1576	Humans	no	substrate	25266247
DB12637	target	P04150	2908	Humans	unknown		15705660
DB12637	target	Q6QNK2	283383	Humans	unknown		15811074
DB12651	target	Q14790	841	Humans	unknown		
DB12662	target	P37231	5468	Humans	unknown		
DB12670	target	P30542	134	Humans	unknown		
DB12688	target	P13639	1938	Humans	yes	inactivator	22069564
DB12688	target	P20273	933	Humans	yes	binder	22355051|22003067
DB12693	enzyme	P10635	1565	Humans	no	inhibitor	8477556
DB12693	target	P28223	3356	Humans	unknown	inverse agonist	17031071
DB12695	target	Q96I99	8801	Humans	unknown		21838287
DB12695	target	P03886	4535	Humans	unknown		21838287
DB12695	target	Q9H4B7	81027	Humans	unknown		21838287
DB12695	target	Q71U36	7846	Humans	unknown		21838287
DB12695	target	P68371	10383	Humans	unknown		21838287
DB12695	target	P68366	7277	Humans	unknown		21838287
DB12695	target	P62258	7531	Humans	unknown		21838287
DB12695	target	Q13748	113457	Humans	unknown		21838287
DB12695	target	Q13748	7278	Humans	unknown		21838287
DB12695	target	Q13509	10381	Humans	unknown		21838287
DB12695	target	P06576	506	Humans	unknown		21838287
DB12695	target	P60709	60	Humans	unknown		21838287
DB12695	target	P55072	7415	Humans	unknown		21838287
DB12695	target	Q13885	7280	Humans	unknown		21838287
DB12695	target	P04792	3315	Humans	unknown		21838287
DB12695	target	P25788	5684	Humans	unknown		21838287
DB12695	target	P31946	7529	Humans	unknown		21838287
DB12695	target	P43487	5902	Humans	unknown		21838287
DB12695	target	O75964	10632	Humans	unknown		21838287
DB12695	target	P61978	3190	Humans	unknown		21838287
DB12695	target	P09493	7168	Humans	unknown		21838287
DB12695	target	P08670	7431	Humans	unknown		21838287
DB12695	target	P62736	59	Humans	unknown		21838287
DB12695	target	P56385	521	Humans	unknown		21838287
DB12695	target	O43169	80777	Humans	unknown		21838287
DB12695	target	Q9NR28	56616	Humans	unknown		21838287
DB12695	target	Q8TF61	150726	Humans	unknown		21838287
DB12695	target	P52597	3185	Humans	unknown		21838287
DB12695	target	P34932	3308	Humans	unknown		21838287
DB12695	target	P61604	3336	Humans	unknown		21838287
DB12695	target	Q92598	10808	Humans	unknown		21838287
DB12695	target	Q9Y266	10726	Humans	unknown		21838287
DB12695	target	Q13219	5069	Humans	unknown		21838287
DB12695	target	P17980	5702	Humans	unknown		21838287
DB12695	target	P60903	6281	Humans	unknown		21838287
DB12695	target	Q12874	10946	Humans	unknown		21838287
DB12695	target	Q969G3	6605	Humans	unknown		21838287
DB12695	target	O43399	7165	Humans	unknown		21838287
DB12695	target	P06753	7170	Humans	unknown		21838287
DB12695	target	P67936	7171	Humans	unknown		21838287
DB12695	target	P10599	7295	Humans	unknown		21838287
DB12695	target	P09936	7345	Humans	unknown		21838287
DB12695	target	P54578	9097	Humans	unknown		21838287
DB12695	target	Q04917	7533	Humans	unknown		21838287
DB12695	target	P27348	10971	Humans	unknown		21838287
DB12695	target	P63104	7534	Humans	unknown		21838287
DB12698	target	P01730	920	Humans	unknown	antagonist	
DB12698	target	P61073	7852	Humans	unknown	antagonist	
DB12698	target	P51681	1234	Humans	unknown	antagonist	
DB12702	target	Q13639	3360	Humans	unknown		
DB12712	transporter	O95342	8647	Humans	no	substrate	24014644
DB12731	target	P43490	10135	Humans	unknown		10592235
DB12733	target	P41594	2915	Humans	unknown		
DB12742	target	P16234	5156	Humans	unknown		
DB12742	target	P36888	2322	Humans	unknown		
DB12742	target	P10721	3815	Humans	unknown		17325667
DB12742	target	P07949	5979	Humans	unknown		
DB12742	target	P08581	4233	Humans	unknown		
DB12742	target	Q06609	5888	Humans	unknown		
DB12747	target	O14746	7015	Humans	unknown		17258078
DB12752	enzyme	P10635	1565	Humans	no	substrate	17125412|14732961|27836712
DB12769	target	P0ABQ4	12933205	Escherichia coli (strain K12)	unknown		17139284|17016423
DB12769	target	P0ABQ4	944790	Escherichia coli (strain K12)	unknown		17139284|17016423
DB12773	target	P01563	3440	Humans	unknown		
DB12781	enzyme	P08684	1576	Humans	no	substrate	15900286
DB12781	enzyme	P10632	1558	Humans	no	substrate|inhibitor	15900286|12642470
DB12783	target	P20711	1644	Humans	yes	inhibitor	
DB12789	target	Q9Y5Y4	11251	Humans	unknown	agonist	9579725
DB12799	transporter	P08183	5243	Humans	unknown	inhibitor	19647170
DB12808	enzyme	P08684	1576	Humans	unknown	substrate	
DB12808	enzyme	P11712	1559	Humans	unknown	substrate	
DB12808	enzyme	P10632	1558	Humans	unknown	substrate	
DB12808	enzyme	P20813	1555	Humans	unknown	substrate	
DB12808	target	P10826	5915	Humans	unknown	agonist	29974453
DB12808	target	P13631	5916	Humans	yes	agonist	29974453
DB12808	target	P10276	5914	Humans	unknown	agonist	29974453
DB12814	enzyme	P05177	1544	Humans	unknown	inhibitor	9064483
DB12825	enzyme	P08684	1576	Humans	unknown	substrate	30019769
DB12825	transporter	P08183	5243	Humans	unknown	substrate	
DB12831	target	P00734	2147	Humans	yes	inhibitor	143965
DB12831	enzyme	P00736	715	Humans	no	inhibitor	143965
DB12831	enzyme	P09871	716	Humans	no	inhibitor	143965
DB12831	target	P00747	5340	Humans	yes	inhibitor	143965
DB12831	target	P03952	3818	Humans	yes	inhibitor	143965
DB12831	enzyme	P07477	5644	Humans	no	inhibitor	143965
DB12836	transporter	P08183	5243	Humans	no	substrate	
DB12836	carrier	P02768	213	Humans	no	substrate	
DB12836	target	P35408	5734	Humans	yes	antagonist	29067176|21752876
DB12845	target	Q13421	10232	Humans	unknown		
DB12865	target	P41180	846	Humans	yes	agonist	24235081
DB12866	transporter	Q8TCC7	9376	Humans	unknown	inhibitor	29109021
DB12872	target	P02452	1277	Humans	yes	binder	28379876|26239086
DB12872	target	P00451	2157	Humans	yes	stabilization	28379876|26239086
DB12872	enzyme	Q76LX8	11093	Humans	no	substrate	18263586
DB12874	target	P36888	2322	Humans	unknown		
DB12887	enzyme	P08684	1576	Humans	unknown	substrate	29650362
DB12887	transporter	P08183	5243	Humans	unknown	substrate	25868794
DB12887	transporter	Q9UNQ0	9429	Humans	unknown	substrate	25868794
DB12887	transporter	Q96FL8	55244	Humans	unknown	inhibitor	
DB12887	transporter	Q86VL8	146802	Humans	unknown	inhibitor	
DB12887	target	Q15910	2146	Humans	yes	inhibitor	
DB12887	target	Q92800	2145	Humans	unknown	inhibitor	
DB12890	target	P21728	1812	Humans	unknown		15985612
DB12923	enzyme	P08684	1576	Humans	no	substrate	22039822|10534309
DB12923	transporter	P08183	5243	Humans	unknown	inhibitor	25685543
DB12924	target	P43700	950199	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	yes	inhibitor	
DB12924	target	P0AFI2	12933371	Escherichia coli (strain K12)	yes	inhibitor	
DB12924	target	P0AFI2	947499	Escherichia coli (strain K12)	yes	inhibitor	
DB12941	enzyme	P08684	1576	Humans	unknown	substrate	31571146
DB12941	transporter	P08183	5243	Humans	unknown	substrate	31571095|31571146
DB12941	carrier	P02768	213	Humans	unknown	binder	
DB12941	transporter	Q9UNQ0	9429	Humans	unknown	substrate|inhibitor	31571095|31571146
DB12941	transporter	Q9Y6L6	10599	Humans	unknown	inhibitor	31571146
DB12941	transporter	Q9NPD5	28234	Humans	unknown	inhibitor	31571146
DB12941	enzyme	O60656	54600	Humans	unknown		
DB12941	target	P10275	367	Humans	yes	antagonist	31571095|28801852|30197098
DB12941	target	P06401	5241	Humans	unknown	antagonist	
DB12945	enzyme	P05177	1544	Humans	unknown	substrate|inhibitor	9531521|10525281|9241657
DB12952	enzyme	P08684	1576	Humans	no	substrate	15647408|12622282
DB12960	target	P51681	1234	Humans	unknown		
DB12961	target	Q07869	5465	Humans	unknown	activator	15491415
DB12961	target	Q9NPC1	56413	Humans	unknown		11006272
DB12961	target	Q15722	1241	Humans	unknown		11006272|7473568
DB12965	target	P00450	1356	Humans	unknown	binder	
DB12965	target	P02768	213	Humans	unknown	binder	21188244
DB12965	target	P01023	2	Humans	unknown	binder	21188244
DB12978	enzyme	P08684	1576	Humans	unknown	substrate|inhibitor|inducer	
DB12978	enzyme	P11712	1559	Humans	unknown	inhibitor	
DB12978	carrier	P02768	213	Humans	unknown	binder	
DB12978	transporter	Q9Y6L6	10599	Humans	unknown	inhibitor	
DB12978	transporter	Q9NPD5	28234	Humans	unknown	inhibitor	
DB12978	target	P09619	5159	Humans	unknown	inhibitor	28716061
DB12978	enzyme	P22309	54658	Humans	unknown	inhibitor	
DB12978	transporter	O94956	11309	Humans	unknown	inhibitor	
DB12978	enzyme	P20813	1555	Humans	unknown	inhibitor|inducer	
DB12978	enzyme	P22310	54657	Humans	unknown	substrate	
DB12978	transporter	Q96FL8	55244	Humans	unknown	inhibitor	
DB12978	transporter	Q86VL8	146802	Humans	unknown	inhibitor	
DB12978	carrier	P02763	5004	Humans	unknown	binder	
DB12978	target	P36888	2322	Humans	unknown	inhibitor	28716061
DB12978	target	P10721	3815	Humans	unknown	inhibitor	28716061
DB12978	target	P07333	1436	Humans	yes	inhibitor	28716061
DB13003	enzyme	P08684	1576	Humans	unknown	inducer	20482443
DB13003	enzyme	P20815	1577	Humans	unknown	inducer	20482443
DB13003	target	P04150	2908	Humans	unknown		15677712
DB13007	enzyme	P08684	1576	Humans	unknown	substrate	
DB13007	transporter	P08183	5243	Humans	unknown	substrate	
DB13007	target	Q96NY8	81607	Humans	unknown	binder	
DB13014	carrier	P02768	213	Humans	unknown		15461448
DB13014	target	P08263	2938	Humans	unknown		15461448
DB13014	target	P09211	2950	Humans	unknown		15461448
DB13025	target	P14416	1813	Humans	yes	blocker	11520476
DB13025	target	P35462	1814	Humans	yes	blocker	11520476
DB13036	target	Q9Y5Y4	11251	Humans	unknown		16256979
DB13044	target	Q07817	598	Humans	unknown		16020667
DB13061	target	O14965	6790	Humans	unknown		
DB13074	enzyme	P08684	1576	Humans	unknown	substrate	
DB13074	target	Q92847	2693	Humans	unknown	agonist	
DB13083	target	O43174	1592	Humans	unknown		17714122
DB13092	target	P02359	12933477	Escherichia coli (strain K12)	yes	antagonist	11381101
DB13092	target	P02359	947846	Escherichia coli (strain K12)	yes	antagonist	11381101
DB13092	transporter	P02931	12931024	Escherichia coli (strain K12)	no	substrate	11381101
DB13092	transporter	P02931	945554	Escherichia coli (strain K12)	no	substrate	11381101
DB13119	target	P04585	155348		unknown		
DB13125	transporter	P08183	5243	Humans	unknown	substrate	
DB13125	enzyme	Q02928	1579	Humans	unknown	substrate	
DB13125	transporter	Q9UNQ0	9429	Humans	unknown	substrate	
DB13125	target	P40238	4352	Humans	yes	agonist	29274361|26666417
DB13132	enzyme	P20813	1555	Humans	no	substrate|inducer	27709010|22679214
DB13133	target	P02452	1277	Humans	yes	binder	28379876|26239086
DB13133	target	P00451	2157	Humans	yes	stabilization	28379876|26239086
DB13133	enzyme	Q76LX8	11093	Humans	no	substrate	18263586
DB13136	enzyme	P08684	1576	Humans	no	substrate	22149257
DB13136	enzyme	P11712	1559	Humans	unknown	substrate	22149257
DB13139	enzyme	P08684	1576	Humans	unknown	inhibitor	
DB13139	enzyme	P10635	1565	Humans	unknown	inhibitor	
DB13139	transporter	Q9Y6L6	10599	Humans	unknown	substrate	
DB13139	transporter	Q9NPD5	28234	Humans	yes	substrate	
DB13139	target	P07550	154	Humans	yes	agonist	
DB13144	target	Q99062	1441	Humans	yes	agonist	
DB13146	target	Q8WY07	84889	Humans	yes	binder	
DB13146	target	Q15758	6510	Humans	yes	binder	
DB13146	target	Q9UM01	9056	Humans	yes	binder	
DB13146	target	P42261	2890	Humans	no	inhibitor	
DB13146	target	P42262	2891	Humans	no	inhibitor	
DB13146	target	P42263	2892	Humans	no	inhibitor	
DB13146	target	P48058	2893	Humans	no	inhibitor	
DB13146	transporter	O15439	10257	Humans	no	substrate	
DB13149	target	P00742	2159	Humans	yes	antagonist	8063724
DB13149	target	P04070	5624	Humans	yes	cofactor	24835672
DB13149	target	P12259	2153	Humans	yes	antagonist	8063724
DB13150	target	P00742	2159	Humans	yes	activator	
DB13150	target	P00740	2158	Humans	yes	activator	
DB13150	target	P13726	2152	Humans	yes	activator	
DB13151	target	P00734	2147	Humans	yes	agonist	15385040
DB13151	enzyme	P00734	2147	Humans	yes	substrate	15385040
DB13151	target	P02671	2243	Humans	yes	cleavage	15385040
DB13151	target	P00742	2159	Humans	yes	agonist	15385040
DB13151	enzyme	P00740	2158	Humans	yes	substrate	15385040
DB13151	target	P08709	2155	Humans	yes	agonist	15385040
DB13151	enzyme	P08709	2155	Humans	yes	substrate	15385040
DB13151	target	P00451	2157	Humans	yes	agonist	15385040
DB13151	enzyme	P00451	2157	Humans	yes	substrate	15385040
DB13151	target	P12259	2153	Humans	yes	agonist	15385040
DB13151	enzyme	P12259	2153	Humans	yes	substrate	15385040
DB13151	target	P00488	2162	Humans	yes	agonist	15385040
DB13151	target	P02675	2244	Humans	yes	cleavage	15385040
DB13152	target	P00734	2147	Humans	unknown		10498586|10499904|10499905|10648407|11019961
DB13152	target	P00742	2159	Humans	yes	activator	1391956|8083242|9079657|10933803|10919405|11752352|659613
DB13152	target	Q07954	4035	Humans	unknown		17139284|17016423|12522212
DB13152	target	P38435	2677	Humans	unknown		14660587|9115224|8506307|9748333|9141486
DB13152	target	P08709	2155	Humans	yes	ligand	10192655|10381508|10498586|10617609|10938981|659613
DB13152	target	P00451	2157	Humans	yes	cofactor	11150722|12719776|12826528|14598591|16476097|659613
DB13152	target	P03951	2160	Humans	yes	ligand	10593931|11342438|659613
DB13153	transporter	Q9Y6L6	10599	Humans	unknown	substrate	
DB13153	transporter	Q9NPD5	28234	Humans	unknown	substrate	
DB13154	transporter	Q9NPD5	28234	Humans	unknown	substrate	
DB13154	target	P35499	6329	Humans	unknown		14662728
DB13155	enzyme	O94925	2744	Humans	unknown	substrate	
DB13155	target	P10275	367	Humans	unknown	agonist	
DB13158	enzyme	P08684	1576	Humans	no	substrate	
DB13158	target	P04150	2908	Humans	yes	agonist	
DB13161	enzyme	P03697	2703469	Enterobacteria phage lambda	yes	substrate	
DB13164	target	P00533	1956	Humans	yes	inhibitor	26898616
DB13165	target	Q13464	6093	Humans	unknown	inhibitor	
DB13165	target	O75116	9475	Humans	unknown	inhibitor	
DB13166	target	P12821	1636	Humans	yes	inhibitor	17355163
DB13167	target	P35354	5743	Humans	yes	antagonist	241595
DB13168	enzyme	P35354	5743	Humans	unknown	substrate	22570770
DB13168	enzyme	O60427	3992	Humans	unknown	substrate	22570770
DB13168	enzyme	O95864	9415	Humans	unknown	substrate	22570770
DB13168	enzyme	P09917	240	Humans	unknown	substrate	22570770
DB13170	target	P33402	2977	Humans	yes	agonist	
DB13173	target	P11717	3482	Humans	unknown	ligand	22792360
DB13174	enzyme	P05177	1544	Humans	unknown	inhibitor	18814214
DB13174	enzyme	P10635	1565	Humans	unknown	inhibitor	18814214
DB13174	enzyme	P11712	1559	Humans	unknown	inhibitor	18814214|29488228
DB13174	enzyme	P05181	1571	Humans	unknown	inhibitor	18814214
DB13174	target	P09917	240	Humans	unknown	inhibitor	22449441
DB13174	target	P55055	7376	Humans	unknown	inhibitor	23139635
DB13174	target	Q13133	10062	Humans	unknown	inhibitor	23139635
DB13179	enzyme	P08684	1576	Humans	unknown	substrate|inhibitor	
DB13179	transporter	P08183	5243	Humans	unknown	inhibitor	11716514|11961113|12235267
DB13179	enzyme	P20815	1577	Humans	unknown	inhibitor	15557344
DB13179	target	O75469	8856	Humans	unknown	activator	15039302
DB13179	enzyme	P10632	1558	Humans	unknown	inhibitor	26721703
DB13179	enzyme	P24462	100861540	Humans	unknown	inhibitor	
DB13179	enzyme	P24462	1551	Humans	unknown	inhibitor	
DB13179	enzyme	Q9HB55	64816	Humans	unknown	inducer	11095572
DB13179	target	P49228	1800201	Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / LMG 4051 / NBRC 15346 / NCIMB 9279 / R1 / VKM B-1422)	yes	inhibitor	6972981
DB13179	target	P60723	12932297	Escherichia coli (strain K12)	yes	inhibitor	6972981
DB13179	target	P60723	947818	Escherichia coli (strain K12)	yes	inhibitor	6972981
DB13191	target	P06732	1158	Humans	yes	ligand	17389266|17000714|1731757
DB13191	target	P12532	1159	Humans	yes	ligand	17139284|17016423|11538605|2394753|8662608|1731757
DB13191	target	P12532	548596	Humans	yes	ligand	17139284|17016423|11538605|2394753|8662608|1731757
DB13191	target	P12277	1152	Humans	yes	ligand	17139284|17016423|10567223|8399219|9642223|1731757
DB13191	target	P17540	1160	Humans	yes	ligand	17139284|17016423|10567223|8399219|9642223|1731757
DB13191	target	P48029	6535	Humans	yes		16763899|16949212|16849631|17385170|17486546
DB13191	target	Q14353	2593	Humans	yes	product of	24728259|17336114|17347380|17486546
DB13192	target	P00742	2159	Humans	yes	activator	
DB13192	target	P00740	2158	Humans	yes	activator	
DB13192	enzyme	P04070	5624	Humans	no	substrate	10350471
DB13200	target	Q99062	1441	Humans	yes	agonist	
DB13203	enzyme	P05177	1544	Humans	no	substrate	22293536|8873215|19519341|8738764
DB13208	enzyme	P08684	1576	Humans	no	substrate|inducer	20482443
DB13208	enzyme	P20815	1577	Humans	unknown	inducer	20482443
DB13257	enzyme	P00450	1356	Humans	yes	substrate	12907830|775938
DB13257	target	P69905	3039	Humans	yes	binder	24310424|21694802|18954837
DB13257	target	P69905	3040	Humans	yes	binder	24310424|21694802|18954837
DB13257	enzyme	P02787	7018	Humans	unknown	substrate	24310424|24778671
DB13257	transporter	P49281	4891	Humans	unknown	substrate	24310424|29317744|11313311
DB13257	enzyme	Q9BQS7	9843	Humans	unknown	substrate	29070551|21462112
DB13257	enzyme	P81172	57817	Humans	unknown	substrate	19740974|21867695
DB13257	enzyme	Q53TN4	79901	Humans	unknown	substrate	24310424
DB13257	transporter	Q9NP59	30061	Humans	unknown	substrate	11313311|24778671
DB13261	enzyme	P05177	1544	Humans	no	inhibitor	19026171|21190921
DB13275	enzyme	P08684	1576	Humans	no	substrate	21383203
DB13287	enzyme	P08684	1576	Humans	no	inhibitor	11020135
DB13293	enzyme	P08684	1576	Humans	no	substrate	11411558
DB13293	enzyme	P10635	1565	Humans	no	substrate	
DB13338	enzyme	P08684	1576	Humans	no	inhibitor	11020135
DB13345	enzyme	P08684	1576	Humans	no	substrate	
DB13345	transporter	O95342	8647	Humans	no	substrate	24014644
DB13346	target	P23219	5742	Humans	yes	inhibitor	1204506
DB13346	target	P35354	5743	Humans	yes	inhibitor	1204506
DB13346	target	Q9UBN7	10013	Humans	unknown	inhibitor	21258344
DB13346	target	Q969S8	83933	Humans	unknown	inhibitor	21258344
DB13347	enzyme	P08684	1576	Humans	no	substrate	21383203
DB13385	enzyme	P08684	1576	Humans	no	substrate	11503008
DB13396	carrier	P05543	6906	Humans	no	substrate	
DB13399	enzyme	P08684	1576	Humans	no	substrate	12169204|8666035|10331074
DB13406	enzyme	P11712	1559	Humans	unknown	substrate	27092232
DB13409	enzyme	P08684	1576	Humans	no	inhibitor	11020135
DB13421	carrier	P02768	213	Humans	no	binder	8185676
DB13443	enzyme	P10635	1565	Humans	no	substrate	27836712|14732961|17125412
DB13449	enzyme	P05177	1544	Humans	no	substrate	22293536|8873215|19519341|8738764
DB13456	enzyme	P08684	1576	Humans	no	substrate|inhibitor	7576262|11020135
DB13488	enzyme	P08684	1576	Humans	no	substrate	22039822
DB13500	enzyme	P08684	1576	Humans	no	substrate	22039822
DB13501	target	P23219	5742	Humans	unknown		
DB13501	target	P35354	5743	Humans	unknown		
DB13503	target	P22303	43	Humans	unknown	inhibitor	5257018
DB13503	target	P00722	12934192	Escherichia coli (strain K12)	unknown	inhibitor	5257018
DB13503	target	P00722	945006	Escherichia coli (strain K12)	unknown	inhibitor	5257018
DB13508	enzyme	P10635	1565	Humans	no	substrate	27836712|14732961|17125412
DB13520	target	Q99250	6326	Humans	unknown	inhibitor	24909513
DB13528	enzyme	P08684	1576	Humans	no	substrate	29130574
DB13530	enzyme	P10635	1565	Humans	no	substrate	27836712|14732961|17125412
DB13573	enzyme	P05177	1544	Humans	no	substrate	22293536|8873215|19519341|8738764
DB13581	target	P20309	1131	Humans	yes	antagonist	8575526
DB13581	target	P11229	1128	Humans	yes	antagonist	8575526
DB13581	target	P08172	1129	Humans	yes	antagonist	8575526
DB13581	target	P08173	1132	Humans	yes	antagonist	8575526
DB13581	target	P08912	1133	Humans	yes	antagonist	8575526
DB13592	enzyme	P05177	1544	Humans	no	substrate	22293536|8873215|19519341|8738764
DB13602	enzyme	P08684	1576	Humans	no	substrate	26327902
DB13609	enzyme	P08684	1576	Humans	unknown	substrate	23357765
DB13609	enzyme	P05177	1544	Humans	unknown	substrate	23357765
DB13609	enzyme	P10635	1565	Humans	unknown	substrate	23357765
DB13609	enzyme	P11712	1559	Humans	unknown	substrate	23357765
DB13609	enzyme	P05181	1571	Humans	unknown	substrate	23357765
DB13609	enzyme	P20815	1577	Humans	unknown	substrate	23357765
DB13609	enzyme	Q01740	2326	Humans	unknown	substrate	23357765
DB13609	enzyme	O60656	54600	Humans	unknown	substrate|inhibitor	24400440|23488780|23357765
DB13609	enzyme	P16662	7364	Humans	unknown	inhibitor	24400440
DB13609	enzyme	P31513	2328	Humans	unknown	substrate	23357765
DB13615	target	O00206	7099	Humans	yes	ligand	21226638
DB13615	target	Q9HC29	64127	Humans	yes	ligand	21226638|20596505
DB13620	transporter	Q13621	6557	Humans	yes	substrate	24253496
DB13620	transporter	P05023	476	Humans	yes	substrate	24253496
DB13620	enzyme	P54710	486	Humans	yes	substrate|inducer	24253496
DB13627	enzyme	P05177	1544	Humans	no	inhibitor	
DB13633	enzyme	P08684	1576	Humans	no	inhibitor	11020135
DB13634	enzyme	P05177	1544	Humans	no	substrate	22293536|8873215|19519341|8738764
DB13675	enzyme	P11712	1559	Humans	unknown	substrate	
DB13679	enzyme	P10635	1565	Humans	unknown	substrate|inhibitor	11936702|11994058
DB13685	enzyme	P08684	1576	Humans	no	substrate	29130574
DB13720	target	P20309	1131	Humans	yes	antagonist	17139284|17016423|11752352
DB13725	enzyme	P08684	1576	Humans	no	substrate	22039822
DB13728	enzyme	P08684	1576	Humans	unknown	inducer	20482443
DB13728	enzyme	P20815	1577	Humans	unknown	inducer	20482443
DB13729	target	P07477	5644	Humans	unknown	inhibitor	7629790
DB13746	enzyme	P08684	1576	Humans	no	substrate	18948380
DB13746	enzyme	P11712	1559	Humans	no	substrate	18948380
DB13746	enzyme	P33261	1557	Humans	no	substrate	18948380
DB13746	enzyme	P10632	1558	Humans	no	substrate	18948380
DB13746	enzyme	P08683	29277	Rat	no	substrate	18948380
DB13746	target	O00555	773	Humans	unknown	blocker	14634047
DB13746	enzyme	P05183	266682	Rat	no	substrate	18948380
DB13746	enzyme	P00185	24296	Rat	no	substrate	18948380
DB13746	enzyme	P11711	24894	Rat	no	substrate	18948380
DB13749	enzyme	Q08828	107	Humans	yes	substrate	18568054
DB13749	enzyme	P12277	1152	Humans	yes	substrate|inducer	18568054
DB13749	enzyme	P00519	25	Humans	yes	substrate|inducer	18568054
DB13749	enzyme	P30049	513	Humans	yes	substrate	18568054
DB13749	enzyme	P05023	476	Humans	yes	inducer	18568054
DB13749	enzyme	P33402	2977	Humans	yes	substrate	18568054
DB13749	enzyme	P16118	5207	Humans	yes	inducer	18568054
DB13749	enzyme	Q8IE67	814114	Plasmodium falciparum (isolate 3D7)	yes	inducer	18568054
DB13751	target	P01375	7124	Humans	yes	antagonist	24963489
DB13751	carrier	P02768	213	Humans	yes	substrate	3378305
DB13751	transporter	O95342	8647	Humans	no	substrate	24014644
DB13751	carrier	P17516	1109	Humans	no	substrate	10652246
DB13751	carrier	P42330	8644	Humans	no	substrate	10652246
DB13751	target	P28845	3290	Humans	yes	antagonist	
DB13751	carrier	P52895	1646	Humans	no	substrate	10652246
DB13751	target	P42574	836	Humans	yes	antagonist	24963489
DB13751	target	P06858	4023	Humans	yes	inducer	23678825
DB13757	enzyme	P10635	1565	Humans	no	substrate	17125412|14732961|27836712
DB13762	enzyme	P33261	1557	Humans	unknown	substrate	23378847
DB13766	enzyme	P08684	1576	Humans	no	substrate	22039822
DB13772	enzyme	P05177	1544	Humans	no	inhibitor	21190921|19026171|15199661|11990081
DB13775	enzyme	P10635	1565	Humans	no	substrate	27836712|14732961|17125412
DB13781	target	P08588	153	Humans	yes	partial agonist	2572252
DB13783	target	P23219	5742	Humans	yes	antagonist	
DB13783	target	P35354	5743	Humans	yes	antagonist	
DB13783	transporter	P33527	4363	Humans	no	substrate	
DB13783	enzyme	P16662	7364	Humans	no	substrate	
DB13791	enzyme	P08684	1576	Humans	no	substrate	22039822
DB13800	target	P31415	844	Humans	unknown	agonist	22453954
DB13800	target	P22676	794	Humans	unknown	agonist	22453954
DB13812	enzyme	P05177	1544	Humans	no	substrate	
DB13823	enzyme	P05177	1544	Humans	no	inhibitor	26936044
DB13835	enzyme	P08684	1576	Humans	no	substrate	22039822
DB13843	enzyme	P08684	1576	Humans	unknown	inducer	20482443
DB13843	enzyme	P20815	1577	Humans	unknown	inducer	20482443
DB13848	enzyme	P20711	1644	Humans	unknown	substrate	
DB13857	enzyme	P08684	1576	Humans	no	substrate	29130574
DB13857	target	P06401	5241	Humans	yes	agonist	
DB13866	enzyme	P08684	1576	Humans	no	substrate	
DB13867	enzyme	P08684	1576	Humans	no	substrate|inhibitor|inducer	20482443
DB13867	carrier	P08183	5243	Humans	no	substrate	
DB13867	transporter	P08183	5243	Humans	unknown	substrate	18694910
DB13867	target	P47712	5321	Humans	unknown	inhibitor	10351938|15083746
DB13867	enzyme	P20815	1577	Humans	unknown	substrate|inhibitor|inducer	16565171|20707410|20482443
DB13867	carrier	Q9Y6L6	10599	Humans	no	inhibitor	
DB13867	transporter	Q9Y6L6	10599	Humans	unknown	inhibitor	
DB13867	enzyme	P10632	1558	Humans	no	inhibitor	26721703
DB13867	target	P04150	2908	Humans	yes	agonist	
DB13867	carrier	P08185	866	Humans	unknown		17139284|17016423
DB13867	enzyme	P24462	100861540	Humans	unknown	substrate	16565171
DB13867	enzyme	P24462	1551	Humans	unknown	substrate	16565171
DB13867	target	P06401	5241	Humans	unknown	agonist	16507850|12503693
DB13867	target	P08235	4306	Humans	unknown	antagonist	12503693|16507850
DB13869	target	P03372	2099	Humans	unknown		26970359
DB13869	target	Q92731	2100	Humans	unknown		26970359
DB13872	target	P14867	2554	Humans	yes	positive allosteric modulator	
DB13872	target	P47869	2555	Humans	yes	positive allosteric modulator	
